email,fax,form,govxcontentsection,govxdescription,language,managername,mmdOfficesTypes,mmdOfficesTypes_tid,nid,officenamecode,officetypecode,payments,receptionaddressnotes,receptionphonenumbers,title,websiteurl
edna@lehavim.muni.il,08-9554774,"{""onlineurl"": ""~"", ""email"": ""edna@lehavim.muni.il"", ""fax"": ""08-9554774"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05de\u05e1\u05d7\u05e8\u05d9, \u05ea.\u05d3. 1, \u05dc\u05d4\u05d1\u05d9\u05dd 8533800""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,עדנה זטלאוי,רשות מקומית,60,494,4136,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 770,\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 555551"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 770,\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 555551"", ""treasury"": ""\u05ea\u05e9\u05dc\u05d5\u05dd \u05d1\u05de\u05d6\u05d5\u05de\u05df \u05d0\u05d5 \u05d4\u05de\u05d7\u05d0\u05d4 \u05d1\u05e8\u05e9\u05d5\u05ea"", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז מסחרי, ת.ד. 1, להבים 8533800",08-9554780,מועצה מקומית להבים,"{""url"": ""http://www.lehavim.muni.il"", ""title"": ""http://www.lehavim.muni.il""}"
talye@m-zion.org.il,02-5348541,"{""onlineurl"": ""~"", ""email"": ""talye@m-zion.org.il"", ""fax"": ""02-5348541"", ""letter"": ""\u05e8\u05d7' \u05d4\u05d7\u05d5\u05e6\u05d1\u05d9\u05dd 3, \u05ea.\u05d3. 3556, \u05de\u05d1\u05e9\u05e8\u05ea \u05e6\u05d9\u05d5\u05df 90805""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,"עו""ד טלי עירן",רשות מקומית,60,495,4141,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05d3\u05d5\u05d0\u05e8, \u05e1\u05e0\u05d9\u05e3 001, \u05d7\u05e9\u05d1\u05d5\u05df 8616630"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05d3\u05d5\u05d0\u05e8, \u05e1\u05e0\u05d9\u05e3 001, \u05d7\u05e9\u05d1\u05d5\u05df 8616630"", ""treasury"": ""\u05ea\u05e9\u05dc\u05d5\u05dd \u05d1\u05de\u05d7' \u05d2\u05d1\u05d9\u05d4 \u05d1\u05e8\u05e9\u05d5\u05ea, \u05d8\u05dc\u05e4\u05d5\u05df 02-5348544"", ""check"": """", ""phone"": """", ""cash"": """"}","רח' החוצבים 3, ת.ד. 3556, מבשרת ציון 90805",02-5348584,מועצה מקומית מבשרת ציון,"{""url"": ""http://www.m-zion.org.il"", ""title"": ""http://www.m-zion.org.il""}"
Ovadiaih@walla.com,04-6724343,"{""onlineurl"": ""~"", ""email"": ""Ovadiaih@walla.com\r\n"", ""fax"": ""04-6724343"", ""letter"": ""\u05ea.\u05d3. 290, \u05de\u05d2\u05d3\u05dc 1495000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,יחיאל עובדיה,רשות מקומית,60,905,4145,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d3\u05d9\u05e1\u05e7\u05d5\u05e0\u05d8 \u05d8\u05d1\u05e8\u05d9\u05d4 \u05e1\u05e0\u05d9\u05e3 046 \u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1' 173398"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d3\u05d9\u05e1\u05e7\u05d5\u05e0\u05d8 \u05d8\u05d1\u05e8\u05d9\u05d4 \u05e1\u05e0\u05d9\u05e3 046 \u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1' 173398"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 290, מגדל 1495000",04-6792861,מועצה מקומית מגדל,"{""url"": ""http://www.m-migdal.co.il"", ""title"": ""http://www.m-migdal.co.il""}"
lishka@mazkeret-batya.muni.il,08-9371102,"{""onlineurl"": ""~"", ""email"": ""lishka@mazkeret-batya.muni.il"", ""fax"": ""08-9371102"", ""letter"": ""\u05e9\u05d3' \u05d0\u05dc\u05d9\u05d4\u05d5 4, \u05de\u05d6\u05db\u05e8\u05ea \u05d1\u05ea\u05d9\u05d4 7680400""}",הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.,,und,טלילה שרעבי,רשות מקומית,60,499,4152,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 536, \u05d7\u05e9\u05d1\u05d5\u05df 48886"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 536, \u05d7\u05e9\u05d1\u05d5\u05df 48886"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","שד' אליהו 4, מזכרת בתיה 7680400",08-9371100,מועצה מקומית מזכרת בתיה,"{""url"": ""http://www.mazkeret-batya.muni.il"", ""title"": ""http://www.mazkeret-batya.muni.il""}"
lischa@maaleiron.muni.il,04-6409034,"{""onlineurl"": ""~"", ""email"": ""lischa@maaleiron.muni.il"", ""fax"": ""04-6409034 "", ""letter"": ""\u05ea.\u05d3. 2255, \u05e2\u05e4\u05d5\u05dc\u05d4 1812201""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,אגבאריה עאתקה,רשות מקומית,60,502,4165,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 727, \u05d7\u05e9\u05d1\u05d5\u05df 172400"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 727, \u05d7\u05e9\u05d1\u05d5\u05df 172400"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 2255, עפולה 1812201",04-6409006,מועצה מקומית מעלה עירון,"{""url"": ""http://www.maaleiron.muni.il"", ""title"": ""http://www.maaleiron.muni.il""}"
drord@mitzpe-ramon.muni.il,086588707,"{""onlineurl"": ""~"", ""email"": ""drord@mitzpe-ramon.muni.il"", ""fax"": ""086588707"", ""letter"": ""\u05db\u05ea\u05d5\u05d1\u05ea \u05e9\u05d3\u05e8\u05d5\u05ea \u05d1\u05df \u05d2\u05d5\u05e8\u05d9\u05d5\u05df 1 \u05de\u05e6\u05e4\u05d4 \u05e8\u05de\u05d5\u05df 8060000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,דרור דבש,רשות מקומית,60,918,4167,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 672, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 5158"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 672, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 5158"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",כתובת שדרות בן גוריון 1 מצפה רמון 8060000,086596208,מועצה מקומית מצפה רמון,"{""url"": ""http://www.mitzpe-ramon.muni.il"", ""title"": ""http://www.mitzpe-ramon.muni.il""}"
miril@savyon.muni.il,1533-7370903,"{""onlineurl"": ""~"", ""email"": ""miril@savyon.muni.il "", ""fax"": ""1533-7370903"", ""letter"": ""\u05e8\u05d7' \u05d4\u05e9\u05e7\u05de\u05d4 8, \u05e1\u05d1\u05d9\u05d5\u05df 5651304""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,מירי לוין,רשות מקומית,60,930,4182,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 (31) \u05e1\u05e0\u05d9\u05e3 \u05e1\u05d1\u05d9\u05d5\u05df (038) \u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df 190004 \r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 (31) \u05e1\u05e0\u05d9\u05e3 \u05e1\u05d1\u05d9\u05d5\u05df (038) \u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df 190004 \r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' השקמה 8, סביון 5651304",03-7370903,מועצה מקומית סביון,"{""url"": ""http://www.savyon.muni.il"", ""title"": ""http://www.savyon.muni.il""}"
rahel@omer.muni.il,08-6291110,"{""onlineurl"": ""~"", ""email"": ""rahel@omer.muni.il"", ""fax"": ""08-6291110"", ""letter"": ""\u05ea.\u05d3. 1, \u05e2\u05d5\u05de\u05e8 8496500""}",הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.,,und,רחל פלג,רשות מקומית,60,508,4185,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 570, \u05d7\u05e9\u05d1\u05d5\u05df 5566"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 570, \u05d7\u05e9\u05d1\u05d5\u05df 5566"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1, עומר 8496500",08-6291133,מועצה מקומית עומר,"{""url"": ""http://www.omer.muni.il"", ""title"": ""http://www.omer.muni.il""}"
windows@zahav.net.il,04-8399480,"{""onlineurl"": ""~"", ""email"": ""windows@zahav.net.il"", ""fax"": ""04-8399480"", ""letter"": ""\u05ea.\u05d3. 35, \u05e2\u05e1\u05e4\u05d9\u05d0 3009000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,פרח שרוף,רשות מקומית,60,940,4196,4,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": ""\u05d4\u05ea\u05e9\u05dc\u05d5\u05dd\u05d1\u05de\u05d7\u05dc\u05e7\u05ea \u05d4\u05d2\u05d1\u05d9\u05d4 \u05e9\u05dc \u05d4\u05e8\u05e9\u05d5\u05ea"", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 35, עספיא 3009000",04-8391678,מועצה מקומית עספיא,"{""url"": ""http://www.isifya.co.il"", ""title"": ""www.isifya.co.il""}"
Edgar.dakwar@gmail.com,04-9870304,"{""onlineurl"": ""~"", ""email"": ""Edgar.dakwar@gmail.com"", ""fax"": ""04-9870304"", ""letter"": ""\u05db\u05e4\u05e8 \u05e4\u05e1\u05d5\u05d8\u05d4 2517000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,דכואר אדגאר,רשות מקומית,60,947,4204,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d3\u05d9\u05e1\u05e7\u05d5\u05e0\u05d8, \u05de\u05e1\u05e4\u05e8 \u05d1\u05e0\u05e7 17, \u05de\u05e1\u05e4\u05e8 \u05e1\u05e0\u05d9\u05e3 692, \u05de\u05e2\u05dc\u05d5\u05ea \u05ea\u05e8\u05e9\u05d9\u05d7\u05d0, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 200395"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d3\u05d9\u05e1\u05e7\u05d5\u05e0\u05d8, \u05de\u05e1\u05e4\u05e8 \u05d1\u05e0\u05e7 17, \u05de\u05e1\u05e4\u05e8 \u05e1\u05e0\u05d9\u05e3 692, \u05de\u05e2\u05dc\u05d5\u05ea \u05ea\u05e8\u05e9\u05d9\u05d7\u05d0, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 200395"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",כפר פסוטה 2517000,04-9870228,מועצה מקומית פסוטה,"{""url"": """", ""title"": """"}"
saleemswead@walla.co.il,04-6885453,"{""onlineurl"": ""~"", ""email"": ""saleemswead@walla.co.il"", ""fax"": ""04-9571821"", ""letter"": ""\u05e4\u05e7\u05d9\u05e2\u05d9\u05df 2491400""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,סלים סויד,רשות מקומית,60,948,4205,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05e2\u05e8\u05d1\u05d9 \u05d9\u05e9\u05e8\u05d0\u05dc, \u05e1\u05e0\u05d9\u05e3 34, \u05d7\u05e9\u05d1\u05d5\u05df 50000/16"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05e2\u05e8\u05d1\u05d9 \u05d9\u05e9\u05e8\u05d0\u05dc, \u05e1\u05e0\u05d9\u05e3 34, \u05d7\u05e9\u05d1\u05d5\u05df 50000/16"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",פקיעין 2491400,04-6885423,מועצה מקומית פקיעין,"{""url"": ""http://www.peqiin.muni.il"", ""title"": ""http://www.peqiin.muni.il""}"
g.ran@pardes-hanna-karkur.muni.il,077-9779770,"{""onlineurl"": ""~"", ""email"": ""g.ran@pardes-hanna-karkur.muni.il"", ""fax"": ""077-9779770"", ""letter"": ""\u05d3\u05e8\u05da \u05d4\u05d1\u05e0\u05d9\u05dd 20, \u05ea.\u05d3. 1022, \u05e4\u05e8\u05d3\u05e1 \u05d7\u05e0\u05d4-\u05db\u05e8\u05db\u05d5\u05e8 3707371""}",הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.,,und,"רו""ח רן גלר",רשות מקומית,60,513,4206,4,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": ""\u05ea\u05e9\u05dc\u05d5\u05dd \u05d1\u05de\u05d6\u05d5\u05de\u05df \u05d0\u05d5 \u05d4\u05de\u05d7\u05d0\u05d4 \u05d1\u05de\u05d7' \u05d2\u05d1\u05d9\u05d4 \u05d1\u05e8\u05e9\u05d5\u05ea, \u05d8\u05dc\u05e4\u05d5\u05df 072-2755407"", ""check"": """", ""phone"": """", ""cash"": """"}","דרך הבנים 20, ת.ד. 1022, פרדס חנה-כרכור 3707371",077-9779779,מועצה מקומית פרדס חנה-כרכור,"{""url"": ""http://www.pardes-hanna-karkur.muni.il"", ""title"": ""http://www.pardes-hanna-karkur.muni.il""}"
ILANIT@kedumim.org.il,09-7922525,"{""onlineurl"": ""~"", ""email"": ""ILANIT@kedumim.org.il"", ""fax"": ""09-7922525"", ""letter"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05de\u05e7\u05d5\u05de\u05d9\u05ea \u05e7\u05d3\u05d5\u05de\u05d9\u05dd \r\n\u05e4\u05d0\u05e8\u05e7 \u05ea\u05e2\u05e9\u05d9\u05d5\u05ea \u05d1\u05e8\u05d0\u05d5\u05df \r\n\u05e7\u05d3\u05d5\u05de\u05d9\u05dd 4485600\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,אילנית רודה,רשות מקומית,60,952,4210,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9 \u05d8\u05e4\u05d7\u05d5\u05ea, \u05e1\u05e0\u05d9\u05e3 483, \u05d7\u05e9\u05d1\u05d5\u05df 271880"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9 \u05d8\u05e4\u05d7\u05d5\u05ea, \u05e1\u05e0\u05d9\u05e3 483, \u05d7\u05e9\u05d1\u05d5\u05df 271880"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מועצה מקומית קדומים 
פארק תעשיות בראון 
קדומים 4485600",09-7778000,מועצה מקומית קדומים,"{""url"": ""http://www.kedumim.org.il"", ""title"": ""http://www.kedumim.org.il""}"
batsheva_p@kadima-zoran.muni.il,,"{""onlineurl"": ""~"", ""email"": ""batsheva_p@kadima-zoran.muni.il"", ""fax"": """", ""letter"": ""\u05e8\u05d7' \u05d4\u05e8\u05e6\u05dc 1, \u05e7\u05d3\u05d9\u05de\u05d4 6092000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,בת שבע פנחס,רשות מקומית,60,514,4211,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 653, \u05d7\u05e9\u05d1\u05d5\u05df 7388"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 653, \u05d7\u05e9\u05d1\u05d5\u05df 7388"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' הרצל 1, קדימה 6092000",098902900,מועצה מקומית קדימה צורן,"{""url"": ""http://www.kadima-zoran.muni.il"", ""title"": ""http://www.kadima-zoran.muni.il""}"
doveret@kiryat-tivon.muni.il,04-9537136,"{""onlineurl"": ""~"", ""email"": ""doveret@kiryat-tivon.muni.il"", ""fax"": ""04-9537136"", ""letter"": ""\u05ea.\u05d3. 1060, \u05e7\u05e8\u05d9\u05ea \u05d8\u05d1\u05e2\u05d5\u05df 36000""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,עדנה פרידמן,רשות מקומית,60,519,4219,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 895, \u05d7\u05e9\u05d1\u05d5\u05df 82800/99"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 895, \u05d7\u05e9\u05d1\u05d5\u05df 82800/99"", ""treasury"": ""\u05ea\u05e9\u05dc\u05d5\u05dd \u05d1\u05de\u05d6\u05d5\u05de\u05df \u05d1\u05e8\u05e9\u05d5\u05ea"", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1060, קרית טבעון 36000",04-9539246,מועצה מקומית קרית טבעון,"{""url"": ""http://www.ktv.org.il"", ""title"": ""http://www.ktv.org.il""}"
pr@yearim.co.il,02-5332583,"{""onlineurl"": ""~"", ""email"": ""pr@yearim.co.il"", ""fax"": ""02-5332583"", ""letter"": ""\u05d3.\u05e0. \u05e6\u05e4\u05d5\u05df \u05d4\u05e8\u05d9 \u05d9\u05d4\u05d5\u05d3\u05d4, \u05ea.\u05d3. 101, \u05e7\u05e8\u05d9\u05ea \u05d9\u05e2\u05e8\u05d9\u05dd 9083800""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,דליה קליימן,רשות מקומית,60,521,4221,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 698, \u05d7\u05e9\u05d1\u05d5\u05df 496000"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 698, \u05d7\u05e9\u05d1\u05d5\u05df 496000"", ""treasury"": ""\u05ea\u05e9\u05dc\u05d5\u05dd \u05d1\u05de\u05d6\u05d5\u05de\u05df \u05d1\u05e8\u05e9\u05d5\u05ea"", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. צפון הרי יהודה, ת.ד. 101, קרית יערים 9083800","02-5332735, שלוחה 215",מועצה מקומית קרית יערים,"{""url"": ""http://www.kiryatyearim.muni.il"", ""title"": ""http://www.kiryatyearim.muni.il""}"
itzik@karneishomron.co.il,09-7940339,"{""onlineurl"": ""~"", ""email"": ""itzik@karneishomron.co.il"", ""fax"": ""09-7940339"", ""letter"": ""\u05e9\u05d3' \u05e8\u05d7\u05d1\u05e2\u05dd 1, \u05e7\u05e8\u05e0\u05d9 \u05e9\u05d5\u05de\u05e8\u05d5\u05df 4485500""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,איציק וולף,רשות מקומית,60,523,4226,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 483, \u05d7\u05e9\u05d1\u05d5\u05df 266666"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 483, \u05d7\u05e9\u05d1\u05d5\u05df 266666"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","שד' רחבעם 1, קרני שומרון 4485500",09-7940355,מועצה מקומית קרני שומרון,"{""url"": ""http://www.karneishomron.co.il"", ""title"": ""http://www.karneishomron.co.il""}"
ramamayor@walla.com,04-9905610,"{""onlineurl"": ""~"", ""email"": ""ramamayor@walla.com"", ""fax"": ""04-9905610"", ""letter"": ""\u05ea.\u05d3. 2, \u05e8\u05d0\u05de\u05d4 3005500""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,לאטיף שאוקי,רשות מקומית,60,959,4227,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05de\u05e8\u05db\u05e0\u05ea\u05d9\u05dc \u05d3\u05d9\u05e1\u05e7\u05d5\u05e0\u05d8, \u05e1\u05e0\u05d9\u05e3 643, \u05d7\u05e9\u05d1\u05d5\u05df 3735"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05de\u05e8\u05db\u05e0\u05ea\u05d9\u05dc \u05d3\u05d9\u05e1\u05e7\u05d5\u05e0\u05d8, \u05e1\u05e0\u05d9\u05e3 643, \u05d7\u05e9\u05d1\u05d5\u05df 3735"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 2, ראמה 3005500",04-9888065,מועצה מקומית ראמה,"{""url"": ""http://www.alrameh.net"", ""title"": ""http://www.alrameh.net""}"
rosh_pina@rosh-pinna.muni.il,04-6808613,"{""onlineurl"": ""~"", ""email"": ""rosh_pina@rosh-pinna.muni.il"", ""fax"": ""04-6808613"", ""letter"": ""\u05ea.\u05d3. 4, \u05e8\u05d0\u05e9 \u05e4\u05d9\u05e0\u05d4 1200000""}",הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.,,und,שרונה גנון,רשות מקומית,60,525,4229,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 542, \u05d7\u05e9\u05d1\u05d5\u05df 5468"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 542, \u05d7\u05e9\u05d1\u05d5\u05df 5468"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 4, ראש פינה 1200000",04-6808608,מועצה מקומית ראש פינה,"{""url"": ""http://www.rosh-pinna.muni.il"", ""title"": ""http://www.rosh-pinna.muni.il""}"
,04-6769070,"{""onlineurl"": """", ""email"": """", ""fax"": ""04-6769070"", ""letter"": ""\u05ea.\u05d3. 266, \u05db\u05e4\u05e8 \u05e9\u05d1\u05dc\u05d9 1680500""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,עאוני שיבלי,רשות מקומית,60,526,4241,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 549, \u05d7\u05e9\u05d1\u05d5\u05df 66888"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 549, \u05d7\u05e9\u05d1\u05d5\u05df 66888"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 266, כפר שבלי 1680500",04-6765644,מועצה מקומית שבלי אום-אלגנם,"{""url"": ""http://www.shibli-umm-al-ghanam.muni.il"", ""title"": ""http://www.shibli-umm-al-ghanam.muni.il""}"
dalia@shoham.muni.il,03-9711204,"{""onlineurl"": ""~"", ""email"": ""dalia@shoham.muni.il"", ""fax"": ""03-9711204"", ""letter"": ""\u05e8\u05d7' \u05d4\u05d0\u05d5\u05d3\u05dd 63, \u05ea.\u05d3. 1, \u05e9\u05d4\u05dd 6080363""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,und,דליה בסן,רשות מקומית,60,528,4245,4,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 410, \u05d7\u05e9\u05d1\u05d5\u05df 9946"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 410, \u05d7\u05e9\u05d1\u05d5\u05df 9946"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' האודם 63, ת.ד. 1, שהם 6080363",03-9723055,מועצה מקומית שהם,"{""url"": ""http://www.shoham.muni.il"", ""title"": ""http://www.shoham.muni.il""}"
