Title,Published,MMDOfficesTypes,GovXDescription,ManagerName,Email,Fax,ReceptionAddressNotes,ReceptionPhoneNumbers,websiteURL,PaymentBankTransfer,GovXContentSection,FormEmail,FormFax,FormLetter,FormOnlineURL,forWizard,MMDSubjects,MMDTypes,OfficeIcon,OfficeNameCode,OfficeTypeCode,PaymentCash,PaymentCheck,PaymentOnlineURL,PaymentPhone,PaymentPostalBank,PaymentTreasury
משגב עם ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13019,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
מעיין ברוך,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13018,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
מנרה,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13017,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
מלכייה,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13016,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
מחניים,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13015,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
להבות הבשן ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13014,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
כפר סאלד,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13013,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
כפר הנשיא ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",iditd@galil-elion.org.il,04-6816513,,~,Yes,,,,13012,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
כפר גלעדי ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13011,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""",
כפר בלום ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
","idith@galil-elion.org.il
",04-6816513,,~,Yes,,,,13010,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
יראון ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
","idith@galil-elion.org.il
",04-6816513,,~,Yes,,,,13009,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
יפתח,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
","idith@galil-elion.org.il
",04-6816513,,~,Yes,,,,13008,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
חולתה,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /><br type=""_moz"" /></p>
","idith@galil-elion.org.il
",04-6816513,,~,Yes,,,,13007,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
הגושרים,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
","idith@galil-elion.org.il
",04-6816513,,~,Yes,,,,13006,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
דפנה,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13005,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
דן,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,"04-6816513
",,~,Yes,,,,13004,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
גונן,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /><br type=""_moz"" /></p>
",idith@galil-elion.org.il,04681660,,~,Yes,,,,13003,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
גדות,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,046816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /></p>
",idith@galil-elion.org.il,04-6816513,,~,Yes,,,,13002,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
מועצה אזורית תמר,Yes,רשות מקומית,,יעקב אקריש,Akrish@ma-tamar.co.il,08-6688944,נווה זוהר ד.נ ים המלח 86910,08-6688844,,10/607/83970027 על שם מועצה אזורית תמר ,"<p><br /><br type=""_moz"" /></p>
",Akrish@ma-tamar.co.il,08-6688944,נווה זוהר ד.נ ים המלח 86910,~,Yes,,,,4263,4,,,,,10/607/83970027 על שם מועצה אזורית תמר ,
מועצה אזורית לכיש ,Yes,רשות מקומית,,עינת שרזי ,anat@lachish.org.il,08-6871674 ,"מועצה אזורית לכיש, מרכז כפרי נהורה ",08-6871682  ,,"בנק הפועלים 
סניף 645
חשבון 643495 
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",anat@lachish.org.il,08-6871674 ,"מועצה אזורית לכיש, מרכז כפרי נהורה ",~,Yes,,,,4262,4,,,,,"בנק הפועלים 
סניף 645
חשבון 643495 
",
מועצה אזורית עמק הירדן ,Yes,רשות מקומית,,אפרת מראד,lishca@j-v.org.il,04-6757641,"כתובת למכתבים: מבקר פנים
מ.א. עמק הירדן
15132
 ", 04-6757600 ,,"בנק הפועלים טבריה
חשבון מס' 21902
סניף 12/723
","<p><br /><br type=""_moz"" /></p>
",lishca@j-v.org.il,04-6757641,"כתובת למכתבים:
מבקר פנים
מ.א. עמק הירדן
15132
 ",~,Yes,,,,4261,4,,,,,"בנק הפועלים טבריה
חשבון מס' 21902
סניף 12/723
",
ברעם,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /><br type=""_moz"" /></p>
","idith@galil-elion.org.il
","04-6816513
",,~,Yes,,,,13001,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
איילת השחר ,Yes,ועדים מקומיים,,עידית חמל,idith@galil-elion.org.il,04-6816513,,04-6816603,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
","<p><br /><br /><br /></p>
",idith@galil-elion.org.il,"04-6816513
",,~,Yes,,,,13000,13,,,,,"""לתשלום דרך מחלקת גביה של המועצה.
ניתן לשלם בשיק, באשראי (ניתן בטלפון), ובמזומן.""
",
המשרד לירושלים ומורשת ,Yes,משרד ממשלתי,,רן ישי,mankalj@pmo.gov.il,02-6587140,"קפלן 3, הקריה, ירושלים 91919",02-6587110,"<a href=""https://www.gov.il/he/Departments/ministry_of_jerusalem_and_heritage"">https://www.gov.il/he/Departments/ministry_of_jerusalem_and_heritage</a>",,"<p><br /></p>
",mankalj@pmo.gov.il,02-6587140,"קפלן 3, הקריה, ירושלים 91919",~,Yes,,,,2027,2,,,,,,
איגוד ערים אזור מפרץ חיפה- הגנת הסביבה,Yes,איגוד ערים,,"עו""ד אלה קפלן","meirav@envihaifa.org.il, ella.k@envihaifa.org.il",04-8428197,"רח' מושלי יעקב 7
ת.ד. 25028
חיפה
",04-8428201                ,,,"<p><br /><br type=""_moz"" /></p>
",meirav@envihaifa.org.il; ella.k@envihaifa.org.il,04-8428197,"רח' מושלי יעקב 7
ת.ד. 25028
חיפה
",~,Yes,,,,1503,15,,,,,,
החברה לניהול קרן השתלמות לביוכימאים ומיקרוביולוגים,Yes,חברה ממשלתית,,יעל גפן ,keren-kesem@bezeqint.net,03-7163227,"בית ההסתדרות, רח' ארלוזורוב 93, תל-אביב 6209801
",03-6966077,"<a href=""http://www.keren-kesem.co.il"">http://www.keren-kesem.co.il</a>","בנק הפועלים, סניף 63, חשבון 465744","<p>החברה לניהול קרן השתלמות לביוכמאים ומיקרובליוגים בע""מ מנהלת קרן השתלמות לביוכמאים ומיקרובליוגים, מיסודה של הסתברות הביוכמאים ומיקרובליוגים בישראל. מטרת הקרן הינה השתלמות מקצועית בארץ ובחו""ל וכן כמסלול חיסכון בתום שש שנות חיסכון בקרן.</p>
<p><br /><br /><br type=""_moz"" /></p>
",keren-kesem@bezeqint.net,03-7163227,"בית ההסתדרות, רח' ארלוזורוב 93, תל-אביב 6209801",~,Yes,,,,6000,6,,,,,"בנק הפועלים, סניף 63, חשבון 465744",
מפעל הפיס,Yes,אחר,,"עו""ד אליזבט בן דרור",moran.maharshak@pais.co.il; ebendror@pais.co.il,03-6940025,"רח' הפטמן 3, ת.ד. 7019 תל אביב, 61070",03-6940368,"<a href=""http://www.pais.co.il""> www.pais.co.il</a>",פרטי חשבון הבנק בבנק הדואר : 4333227.,"<p dir=""RTL""> מפעל הפיס הוא חברה לתועלת הציבור. מפעל הפיס פועל על פי היתר מיוחד שניתן לו על ידי משרד האוצר. מפעל הפיס מגייס כספים מהציבור באמצעות הגרלות למען הגשמת מטרות ציבוריות בתחומי החינוך, הבריאות, הרווחה, התרבות, האמנות ואיכות הסביבה.</p>
",moran.maharshak@pais.co.il; ebendror@pais.co.il,03-6940025,"רח' הפטמן 3, ת.ד. 7019 תל אביב, 61070",~,Yes,,,,12003,12,,,,,פרטי חשבון הבנק בבנק הדואר : 4333227.,
המשרד לנושאים אסטרטגיים והסברה,Yes,משרד ממשלתי,,צביקה אינבינדר ,strategic@pmo.gov.il,02-6517299,"רח' קפלן 3 קרית בן- גוריון ירושלים, 91919",02-6775608,,,"<p><br /><br type=""_moz"" /></p>
",strategic@pmo.gov.il,02-6517299,"רח' קפלן 3 קרית בן- גוריון ירושלים, 91919",~,No,,,,2026,2,,,,,,
החברה לאיתור ולהשבת נכסים של נספי השואה בעמ,Yes,אחר,,"עו""ד דודו אבן חן",Pniot.Bakasha@hashava.org.il,03-7566827 ,"ת.ד 7286, רח' הסיבים 18, פתח תקווה, 49250 
",03-7566842,"<a href=""http://www.hashava.org.il"">http://www.hashava.org.il</a>","חשבון 623822 , סניף 046 , בנק הבינלאומי 31 ","<p>מהות פעילות החברה מושתתת על תיקון העוול היסטורי, באמצעות איתור נכסי נספי שואה והשבתם ליורשים החוקיים. נכסים שלא נמצא להם יורש, מועברים למטרות סיוע לניצולי שואה נזקקים, למוסדות חינוך ולמטרות הנצחת זכר השואה, תוך מתן עדיפות לסיוע לניצולים.</p>
",Pniot.Bakasha@hashava.org.il,03-7566827 ,"ת.ד 7286, רח' הסיבים 18, פתח תקווה, 49250 
",~,Yes,,,,12001,12,,,,,"חשבון 623822 , סניף 046 , בנק הבינלאומי 31 ",
